Mês,Real,Previsto,Erro,Erro %
2024-09,"233.608.398,40","223.595.643,30","10.012.755,10","4,29"
2024-10,"232.319.995,30","250.965.858,83","-18.645.863,53","-8,03"
2024-11,"272.404.317,10","264.232.792,00","8.171.525,10","3,00"
2024-12,"277.303.144,40","304.801.032,81","-27.497.888,41","-9,92"
2025-01,"400.544.205,60","246.408.779,55","154.135.426,05","38,48"
2025-02,"222.220.181,20","239.049.036,27","-16.828.855,07","-7,57"
2025-03,"224.892.062,20","239.467.972,15","-14.575.909,95","-6,48"
2025-04,"232.489.175,00","256.281.278,82","-23.792.103,82","-10,23"
2025-05,"228.106.922,40","239.618.636,17","-11.511.713,77","-5,05"
2025-06,"233.714.902,70","252.835.540,67","-19.120.637,97","-8,18"
2025-07,"264.378.071,50","251.827.931,37","12.550.140,13","4,75"
2025-08,"259.541.284,20","243.121.028,73","16.420.255,47","6,33"
