Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),157098227.5936777,"157.098.227,59"
MAE (Mean Absolute Error),116122664.90390526,"116.122.664,90"
MAPE (Mean Absolute % Error),6.626500321865454,"6,63"
