Mês,Real,Previsto,Erro,Erro %
2024-09,"72.720.062,60","80.991.836,36","-8.271.773,76","-11,37"
2024-10,"96.536.056,04","80.991.836,36","15.544.219,68","16,10"
2024-11,"99.392.954,10","80.991.836,36","18.401.117,74","18,51"
2024-12,"110.945.834,40","80.991.836,36","29.953.998,04","27,00"
2025-01,"73.234.223,36","80.991.836,36","-7.757.613,00","-10,59"
2025-02,"81.534.917,13","80.991.836,36","543.080,77","0,67"
2025-03,"73.194.837,53","80.991.836,36","-7.796.998,83","-10,65"
2025-04,"68.819.853,04","80.991.836,36","-12.171.983,32","-17,69"
2025-05,"62.486.731,53","80.991.836,36","-18.505.104,83","-29,61"
2025-06,"78.011.725,10","80.991.836,36","-2.980.111,26","-3,82"
2025-07,"69.025.922,80","80.991.836,36","-11.965.913,56","-17,34"
2025-08,"83.215.297,08","80.991.836,36","2.223.460,72","2,67"
