Mês,Real,Previsto,Erro,Erro %
2024-09,"138.205.072,00","131.768.681,59","6.436.390,41","4,66"
2024-10,"120.535.693,00","128.680.792,48","-8.145.099,48","-6,76"
2024-11,"136.842.564,60","133.339.979,92","3.502.584,68","2,56"
2024-12,"147.881.473,20","131.149.932,16","16.731.541,04","11,31"
2025-01,"142.692.417,60","134.821.930,40","7.870.487,20","5,52"
2025-02,"112.999.923,30","120.616.474,48","-7.616.551,18","-6,74"
2025-03,"123.750.719,20","121.366.854,93","2.383.864,27","1,93"
2025-04,"132.220.472,50","128.862.322,69","3.358.149,81","2,54"
2025-05,"150.119.301,50","125.007.602,30","25.111.699,20","16,73"
2025-06,"149.506.371,80","128.813.087,87","20.693.283,93","13,84"
2025-07,"149.045.073,60","132.458.716,44","16.586.357,16","11,13"
2025-08,"138.839.570,40","132.576.658,31","6.262.912,09","4,51"
