Mês,Valores_Previstos
2025-09,"3.895.239.662,31"
2025-10,"3.932.166.414,86"
2025-11,"3.957.835.066,53"
2025-12,"3.993.358.421,78"
2026-01,"3.947.665.920,01"
2026-02,"3.973.731.345,72"
2026-03,"3.961.122.125,86"
2026-04,"3.963.900.027,27"
2026-05,"3.999.787.494,69"
2026-06,"3.983.756.122,92"
2026-07,"3.989.220.124,64"
2026-08,"3.984.660.412,12"
