Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),42210129.38475497,"42.210.129,38"
MAE (Mean Absolute Error),35429601.31731986,"35.429.601,32"
MAPE (Mean Absolute % Error),30.182651844631486,"30,18"
