Mês,Real,Previsto,Erro,Erro %
2024-09,"47.681.063,22","47.508.128,49","172.934,73","0,36"
2024-10,"44.684.633,71","43.878.871,07","805.762,64","1,80"
2024-11,"35.636.366,41","38.761.024,21","-3.124.657,80","-8,77"
2024-12,"39.551.104,43","46.251.956,34","-6.700.851,91","-16,94"
2025-01,"511.818.489,70","508.569.050,17","3.249.439,53","0,63"
2025-02,"288.661.957,10","265.352.769,07","23.309.188,03","8,07"
2025-03,"265.562.491,60","251.012.910,44","14.549.581,16","5,48"
2025-04,"261.274.088,20","250.066.031,61","11.208.056,59","4,29"
2025-05,"250.299.653,10","247.220.946,93","3.078.706,17","1,23"
2025-06,"230.158.446,70","218.295.496,05","11.862.950,65","5,15"
2025-07,"85.723.796,22","87.875.412,90","-2.151.616,68","-2,51"
2025-08,"58.565.685,54","62.912.474,14","-4.346.788,60","-7,42"
