Mês,Valores_Previstos
2025-09,"707.352.268,06"
2025-10,"710.332.396,36"
2025-11,"831.904.169,54"
2025-12,"1.020.744.545,50"
2026-01,"593.191.437,03"
2026-02,"702.814.215,94"
2026-03,"687.554.837,11"
2026-04,"694.348.839,03"
2026-05,"719.645.980,52"
2026-06,"720.773.505,50"
2026-07,"729.346.090,66"
2026-08,"747.525.384,29"
