Mês,Valores_Previstos
2025-09,"3.784.726.936,51"
2025-10,"3.774.556.158,49"
2025-11,"3.860.011.106,54"
2025-12,"4.000.552.285,42"
2026-01,"3.880.591.542,29"
2026-02,"3.986.728.773,41"
2026-03,"3.969.132.912,56"
2026-04,"3.922.792.650,11"
2026-05,"3.979.170.503,68"
2026-06,"4.072.065.941,99"
2026-07,"4.179.860.756,58"
2026-08,"4.076.046.619,87"
