Mês,Real,Previsto,Erro,Erro %
2024-09,"7.231.808,07","7.978.362,39","-746.554,32","-10,32"
2024-10,"8.024.690,25","7.095.730,01","928.960,24","11,58"
2024-11,"4.286.104,64","7.135.096,39","-2.848.991,75","-66,47"
2024-12,"8.035.241,70","7.071.243,55","963.998,15","12,00"
2025-01,"9.781.098,42","6.588.359,56","3.192.738,86","32,64"
2025-02,"7.267.840,98","6.491.183,35","776.657,63","10,69"
2025-03,"4.832.706,45","7.047.789,81","-2.215.083,36","-45,84"
2025-04,"4.803.475,55","6.672.213,86","-1.868.738,31","-38,90"
2025-05,"4.777.379,05","7.166.916,78","-2.389.537,73","-50,02"
2025-06,"6.561.282,84","6.500.312,91","60.969,93","0,93"
2025-07,"10.070.364,66","6.668.704,47","3.401.660,19","33,78"
2025-08,"4.880.255,78","7.835.984,13","-2.955.728,35","-60,57"
