Mês,Real,Previsto,Erro,Erro %
2024-09,"203.790.948,90","204.758.122,01","-967.173,11","-0,47"
2024-10,"203.074.913,80","207.206.382,57","-4.131.468,77","-2,03"
2024-11,"184.792.925,80","189.412.740,09","-4.619.814,29","-2,50"
2024-12,"141.630.152,00","142.320.589,52","-690.437,52","-0,49"
2025-01,"336.286.900,40","331.496.022,68","4.790.877,72","1,42"
2025-02,"484.948.999,20","455.979.458,97","28.969.540,23","5,97"
2025-03,"146.691.949,60","153.902.568,83","-7.210.619,23","-4,92"
2025-04,"153.111.060,70","168.458.697,96","-15.347.637,26","-10,02"
2025-05,"166.031.194,70","173.432.853,37","-7.401.658,67","-4,46"
2025-06,"168.737.826,30","175.746.489,00","-7.008.662,70","-4,15"
2025-07,"244.985.149,60","247.378.205,24","-2.393.055,64","-0,98"
2025-08,"225.728.599,70","237.016.662,48","-11.288.062,78","-5,00"
