Mês,Real,Previsto,Erro,Erro %
2024-09,"178.685.727,60","178.662.558,93","23.168,67","0,01"
2024-10,"193.770.720,80","179.474.260,54","14.296.460,26","7,38"
2024-11,"203.486.732,50","186.503.597,76","16.983.134,74","8,35"
2024-12,"200.204.454,70","198.608.030,52","1.596.424,18","0,80"
2025-01,"179.980.869,10","191.814.871,29","-11.834.002,19","-6,58"
2025-02,"162.154.798,90","182.736.423,40","-20.581.624,50","-12,69"
2025-03,"167.305.127,80","189.603.974,32","-22.298.846,52","-13,33"
2025-04,"171.486.373,10","179.352.323,68","-7.865.950,58","-4,59"
2025-05,"178.153.575,80","180.231.434,70","-2.077.858,90","-1,17"
2025-06,"185.853.159,90","180.267.693,67","5.585.466,23","3,01"
2025-07,"198.244.950,10","186.744.513,70","11.500.436,40","5,80"
2025-08,"192.364.077,80","187.867.290,09","4.496.787,71","2,34"
