Mês,Valores_Previstos
2025-09,"100.490.309,73"
2025-10,"100.572.627,49"
2025-11,"102.088.632,66"
2025-12,"121.196.439,44"
2026-01,"73.492.407,83"
2026-02,"85.841.083,60"
2026-03,"94.355.064,41"
2026-04,"91.464.332,97"
2026-05,"108.139.836,42"
2026-06,"94.053.455,83"
2026-07,"94.678.575,69"
2026-08,"98.392.902,96"
