Mês,Real,Previsto,Erro,Erro %
2024-09,"153.713.748,00","172.502.020,58","-18.788.272,58","-12,22"
2024-10,"164.340.814,90","173.554.032,77","-9.213.217,87","-5,61"
2024-11,"209.190.554,30","204.879.604,83","4.310.949,47","2,06"
2024-12,"234.992.642,80","217.400.470,10","17.592.172,70","7,49"
2025-01,"226.089.793,50","214.363.808,92","11.725.984,58","5,19"
2025-02,"315.631.034,80","263.186.538,03","52.444.496,77","16,62"
2025-03,"205.383.182,80","191.337.753,70","14.045.429,10","6,84"
2025-04,"207.059.455,70","201.327.518,02","5.731.937,68","2,77"
2025-05,"265.674.467,00","220.632.624,62","45.041.842,38","16,95"
2025-06,"278.731.465,30","221.414.848,13","57.316.617,17","20,56"
2025-07,"167.752.214,70","177.405.641,34","-9.653.426,64","-5,75"
2025-08,"224.227.565,20","202.776.972,01","21.450.593,19","9,57"
