Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),137447669.45926118,"137.447.669,46"
MAE (Mean Absolute Error),85795818.40457807,"85.795.818,40"
MAPE (Mean Absolute % Error),12.28448107966964,"12,28"
