Mês,Valores_Previstos
2025-09,"2.266.468.777,48"
2025-10,"2.244.302.367,05"
2025-11,"2.251.135.380,10"
2025-12,"2.243.401.348,53"
2026-01,"2.221.125.820,79"
2026-02,"2.177.204.352,24"
2026-03,"2.195.078.288,60"
2026-04,"2.213.208.965,06"
2026-05,"2.191.930.430,50"
2026-06,"2.237.617.392,61"
2026-07,"2.292.589.613,11"
2026-08,"2.317.261.333,15"
