Mês,Valores_Previstos
2025-09,"1.080.386.898,49"
2025-10,"1.172.905.917,82"
2025-11,"1.379.034.271,88"
2025-12,"1.385.512.390,37"
2026-01,"1.379.014.172,39"
2026-02,"1.386.185.912,19"
2026-03,"1.351.938.270,45"
2026-04,"1.365.266.083,52"
2026-05,"1.386.811.716,61"
2026-06,"1.359.330.613,48"
2026-07,"1.003.968.902,35"
2026-08,"1.277.670.428,58"
