Mês,Real,Previsto,Erro,Erro %
2024-09,"523.526.891,30","528.332.925,00","-4.806.033,70","-0,92"
2024-10,"525.106.001,80","530.386.364,46","-5.280.362,66","-1,01"
2024-11,"545.638.612,80","537.223.740,18","8.414.872,62","1,54"
2024-12,"545.758.281,30","550.626.721,07","-4.868.439,77","-0,89"
2025-01,"505.835.706,00","527.261.700,46","-21.425.994,46","-4,24"
2025-02,"461.704.781,60","497.196.324,73","-35.491.543,13","-7,69"
2025-03,"470.927.614,70","511.073.523,59","-40.145.908,89","-8,52"
2025-04,"515.191.166,10","544.221.536,26","-29.030.370,16","-5,63"
2025-05,"508.897.979,80","540.903.521,30","-32.005.541,50","-6,29"
2025-06,"542.824.793,50","563.480.137,60","-20.655.344,10","-3,81"
2025-07,"561.892.094,90","578.189.587,69","-16.297.492,79","-2,90"
2025-08,"560.656.243,70","574.945.917,74","-14.289.674,04","-2,55"
