Mês,Real,Previsto,Erro,Erro %
2024-09,"86.412.679,97","82.878.554,70","3.534.125,27","4,09"
2024-10,"83.312.119,91","94.316.434,32","-11.004.314,41","-13,21"
2024-11,"94.981.278,88","89.324.503,96","5.656.774,92","5,96"
2024-12,"138.330.043,60","105.286.147,29","33.043.896,31","23,89"
2025-01,"76.942.279,07","59.593.215,83","17.349.063,24","22,55"
2025-02,"93.125.549,34","70.813.896,78","22.311.652,56","23,96"
2025-03,"85.034.870,37","83.686.117,08","1.348.753,29","1,59"
2025-04,"83.552.561,81","81.639.127,40","1.913.434,41","2,29"
2025-05,"84.676.335,30","95.765.417,27","-11.089.081,97","-13,10"
2025-06,"85.870.877,65","82.341.933,55","3.528.944,10","4,11"
2025-07,"87.651.824,92","82.704.781,13","4.947.043,79","5,64"
2025-08,"86.075.814,09","82.163.150,32","3.912.663,77","4,55"
