Mês,Real,Previsto,Erro,Erro %
2024-09,"1.633.334.082,00","1.296.225.776,85","337.108.305,15","20,64"
2024-10,"1.315.198.705,00","1.278.011.827,47","37.186.877,53","2,83"
2024-11,"1.437.418.259,00","1.269.769.739,74","167.648.519,26","11,66"
2024-12,"1.389.408.366,00","1.269.912.875,09","119.495.490,91","8,60"
2025-01,"1.459.109.929,00","1.284.581.293,55","174.528.635,45","11,96"
2025-02,"1.401.361.046,00","1.268.169.135,23","133.191.910,77","9,50"
2025-03,"1.371.759.192,00","1.278.414.452,00","93.344.740,00","6,80"
2025-04,"1.300.520.099,00","1.280.582.594,34","19.937.504,66","1,53"
2025-05,"1.462.304.662,00","1.300.067.386,89","162.237.275,11","11,09"
2025-06,"1.329.251.134,00","1.289.425.320,68","39.825.813,32","3,00"
2025-07,"1.277.483.341,00","1.292.864.976,22","-15.381.635,22","-1,20"
2025-08,"1.500.930.936,00","1.293.847.395,96","207.083.540,04","13,80"
