Mês,Real,Previsto,Erro,Erro %
2024-09,"487.692.664,00","553.627.778,20","-65.935.114,20","-13,52"
2024-10,"523.305.656,60","546.114.698,07","-22.809.041,47","-4,36"
2024-11,"661.452.937,80","645.276.807,43","16.176.130,37","2,45"
2024-12,"743.769.410,10","691.384.019,06","52.385.391,04","7,04"
2025-01,"705.017.098,70","697.400.674,18","7.616.424,52","1,08"
2025-02,"937.670.726,30","844.080.486,08","93.590.240,22","9,98"
2025-03,"619.192.890,10","620.055.287,49","-862.397,39","-0,14"
2025-04,"630.331.485,60","647.523.464,00","-17.191.978,40","-2,73"
2025-05,"803.022.604,80","713.990.884,26","89.031.720,54","11,09"
2025-06,"820.812.385,70","719.528.636,54","101.283.749,16","12,34"
2025-07,"506.161.395,30","567.155.265,71","-60.993.870,41","-12,05"
2025-08,"665.816.190,00","651.510.769,25","14.305.420,75","2,15"
