Mês,Real,Previsto,Erro,Erro %
2024-09,"4.603.217.107,00","4.796.413.129,35","-193.196.022,35","-4,20"
2024-10,"4.623.710.096,00","4.839.521.609,40","-215.811.513,40","-4,67"
2024-11,"4.957.852.524,00","5.151.370.950,75","-193.518.426,75","-3,90"
2024-12,"5.373.587.482,00","5.620.153.181,85","-246.565.699,85","-4,59"
2025-01,"5.652.535.613,00","5.373.441.610,11","279.094.002,89","4,94"
2025-02,"5.687.448.085,00","5.464.915.821,04","222.532.263,96","3,91"
2025-03,"4.727.752.480,00","5.309.886.087,41","-582.133.607,41","-12,31"
2025-04,"4.871.807.433,00","5.302.074.200,88","-430.266.767,88","-8,83"
2025-05,"5.013.923.921,00","5.302.935.199,11","-289.011.278,11","-5,76"
2025-06,"5.184.270.047,00","5.268.772.361,96","-84.502.314,96","-1,63"
2025-07,"4.697.518.335,00","5.113.963.400,02","-416.445.065,02","-8,87"
2025-08,"5.489.204.913,00","5.322.181.289,79","167.023.623,21","3,04"
