Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),22491543.507666163,"22.491.543,51"
MAE (Mean Absolute Error),19342466.640022498,"19.342.466,64"
MAPE (Mean Absolute % Error),46.35298442633466,"46,35"
