Mês,Real,Previsto,Erro,Erro %
2024-09,"772.084.925,80","694.633.500,52","77.451.425,28","10,03"
2024-10,"794.619.291,20","702.093.587,53","92.525.703,67","11,64"
2024-11,"728.320.189,70","688.876.724,03","39.443.465,67","5,42"
2024-12,"746.435.629,30","726.680.664,08","19.754.965,22","2,65"
2025-01,"764.864.188,20","730.271.396,23","34.592.791,97","4,52"
2025-02,"758.665.091,80","655.707.432,93","102.957.658,87","13,57"
2025-03,"645.600.030,50","677.796.084,67","-32.196.054,17","-4,99"
2025-04,"792.800.870,60","685.275.757,83","107.525.112,77","13,56"
2025-05,"752.472.594,40","667.500.923,77","84.971.670,63","11,29"
2025-06,"732.904.520,40","692.185.091,48","40.719.428,92","5,56"
2025-07,"816.244.958,70","704.129.649,46","112.115.309,24","13,74"
2025-08,"854.045.222,60","704.890.950,28","149.154.272,32","17,46"
