Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),150552194.0139103,"150.552.194,01"
MAE (Mean Absolute Error),117390754.6918842,"117.390.754,69"
MAPE (Mean Absolute % Error),3.1271818162156317,"3,13"
