Mês,Real,Previsto,Erro,Erro %
2024-09,"2.395.747.213,00","2.508.481.741,92","-112.734.528,92","-4,71"
2024-10,"2.416.431.508,00","2.539.659.597,04","-123.228.089,04","-5,10"
2024-11,"2.480.280.554,00","2.564.497.486,35","-84.216.932,35","-3,40"
2024-12,"2.754.027.542,00","2.817.475.576,55","-63.448.034,55","-2,30"
2025-01,"3.096.967.904,00","2.860.123.470,72","236.844.433,28","7,65"
2025-02,"2.630.761.297,00","2.507.307.884,68","123.453.412,32","4,69"
2025-03,"2.511.845.099,00","2.553.056.171,34","-41.211.072,34","-1,64"
2025-04,"2.574.072.713,00","2.578.820.609,91","-4.747.896,91","-0,18"
2025-05,"2.493.985.602,00","2.589.327.576,08","-95.341.974,08","-3,82"
2025-06,"2.592.981.990,00","2.605.187.491,19","-12.205.501,19","-0,47"
2025-07,"2.531.436.263,00","2.595.107.092,89","-63.670.829,89","-2,52"
2025-08,"2.673.059.180,00","2.644.854.922,38","28.204.257,62","1,06"
