Mês,Real,Previsto,Erro,Erro %
2024-09,"4.740.467.372,00","5.581.582.005,44","-841.114.633,44","-17,74"
2024-10,"4.969.469.740,00","5.305.978.194,90","-336.508.454,90","-6,77"
2024-11,"5.373.858.308,00","5.420.061.443,85","-46.203.135,85","-0,86"
2024-12,"6.233.991.921,00","5.757.067.741,83","476.924.179,17","7,65"
2025-01,"6.151.906.620,00","5.441.274.651,61","710.631.968,39","11,55"
2025-02,"5.787.001.244,00","5.465.657.389,09","321.343.854,91","5,55"
2025-03,"4.862.606.565,00","5.320.837.299,34","-458.230.734,34","-9,42"
2025-04,"5.084.983.004,00","5.686.335.623,58","-601.352.619,58","-11,83"
2025-05,"5.682.667.470,00","5.496.359.889,85","186.307.580,15","3,28"
2025-06,"5.645.766.724,00","5.605.981.561,92","39.785.162,08","0,70"
2025-07,"5.152.174.092,00","5.626.908.250,05","-474.734.158,05","-9,21"
2025-08,"5.471.775.869,00","5.644.779.877,49","-173.004.008,49","-3,16"
