Mês,Real,Previsto,Erro,Erro %
2024-09,"138.205.072,00","133.438.369,33","4.766.702,67","3,45"
2024-10,"120.535.693,00","131.591.276,70","-11.055.583,70","-9,17"
2024-11,"136.842.564,60","134.629.324,34","2.213.240,26","1,62"
2024-12,"147.881.473,20","133.846.888,94","14.034.584,26","9,49"
2025-01,"142.692.417,60","135.614.170,93","7.078.246,67","4,96"
2025-02,"112.999.923,30","127.409.870,41","-14.409.947,11","-12,75"
2025-03,"123.750.719,20","126.665.375,18","-2.914.655,98","-2,36"
2025-04,"132.220.472,50","130.950.878,47","1.269.594,03","0,96"
2025-05,"150.119.301,50","126.723.775,09","23.395.526,41","15,58"
2025-06,"149.506.371,80","130.585.415,77","18.920.956,03","12,66"
2025-07,"149.045.073,60","133.660.128,81","15.384.944,79","10,32"
2025-08,"138.839.570,40","135.383.964,53","3.455.605,87","2,49"
