Mês,Valores_Previstos
2025-09,"864.976.848,60"
2025-10,"928.114.947,01"
2025-11,"1.146.504.793,47"
2025-12,"1.241.225.741,10"
2026-01,"1.153.325.443,97"
2026-02,"1.491.457.261,15"
2026-03,"1.009.684.431,31"
2026-04,"1.050.949.597,81"
2026-05,"1.241.935.947,49"
2026-06,"1.238.884.724,69"
2026-07,"845.476.922,93"
2026-08,"1.078.587.917,40"
