Mês,Real,Previsto,Erro,Erro %
2024-09,"19.476.364.250,00","19.043.629.429,75","432.734.820,25","2,22"
2024-10,"19.961.061.610,00","19.093.406.201,76","867.655.408,24","4,35"
2024-11,"19.336.196.010,00","19.043.719.505,09","292.476.504,91","1,51"
2024-12,"20.427.163.340,00","19.294.665.162,61","1.132.498.177,39","5,54"
2025-01,"19.308.190.020,00","19.113.907.944,30","194.282.075,70","1,01"
2025-02,"19.073.822.950,00","18.957.573.056,05","116.249.893,95","0,61"
2025-03,"17.978.760.490,00","18.950.897.603,10","-972.137.113,10","-5,41"
2025-04,"19.601.075.430,00","19.330.346.437,10","270.728.992,90","1,38"
2025-05,"18.802.432.040,00","19.327.134.490,97","-524.702.450,97","-2,79"
2025-06,"19.214.396.670,00","19.263.959.544,80","-49.562.874,80","-0,26"
2025-07,"19.889.757.060,00","19.468.166.641,97","421.590.418,03","2,12"
2025-08,"19.182.470.970,00","19.399.371.108,89","-216.900.138,89","-1,13"
