Mês,Real,Previsto,Erro,Erro %
2024-09,"242.731.217,50","257.658.634,27","-14.927.416,77","-6,15"
2024-10,"264.902.982,80","280.797.142,98","-15.894.160,18","-6,00"
2024-11,"323.930.925,10","341.500.713,37","-17.569.788,27","-5,42"
2024-12,"365.964.075,80","333.292.071,61","32.672.004,19","8,93"
2025-01,"384.028.191,00","369.201.085,43","14.827.105,57","3,86"
2025-02,"491.078.533,90","423.129.942,97","67.948.590,93","13,84"
2025-03,"328.296.778,90","294.631.250,85","33.665.528,05","10,25"
2025-04,"336.862.266,20","313.137.856,70","23.724.409,50","7,04"
2025-05,"426.665.033,10","356.352.145,18","70.312.887,92","16,48"
2025-06,"426.666.667,30","330.582.225,67","96.084.441,63","22,52"
2025-07,"268.550.509,20","256.519.114,65","12.031.394,55","4,48"
2025-08,"348.562.749,40","301.092.824,28","47.469.925,12","13,62"
