Mês,Real,Previsto,Erro,Erro %
2024-09,"73.562.389,02","78.187.848,06","-4.625.459,04","-6,29"
2024-10,"121.744.973,50","106.659.793,41","15.085.180,09","12,39"
2024-11,"106.812.845,40","139.068.191,86","-32.255.346,46","-30,20"
2024-12,"211.907.103,70","157.172.469,54","54.734.634,16","25,83"
2025-01,"72.589.388,51","73.348.109,26","-758.720,75","-1,05"
2025-02,"100.605.353,40","86.774.740,93","13.830.612,47","13,75"
2025-03,"88.092.547,96","92.553.918,26","-4.461.370,30","-5,06"
2025-04,"95.249.060,22","89.305.960,94","5.943.099,28","6,24"
2025-05,"99.551.826,85","89.554.899,52","9.996.927,33","10,04"
2025-06,"78.274.626,30","90.474.754,78","-12.200.128,48","-15,59"
2025-07,"122.527.177,20","96.374.731,60","26.152.445,60","21,34"
2025-08,"92.224.568,26","92.195.372,80","29.195,46","0,03"
