Mês,Valores_Previstos
2025-09,"163.121.948,84"
2025-10,"114.427.235,28"
2025-11,"161.589.788,78"
2025-12,"382.605.840,04"
2026-01,"102.782.198,06"
2026-02,"97.879.290,66"
2026-03,"101.023.024,69"
2026-04,"101.806.378,78"
2026-05,"102.767.051,06"
2026-06,"104.734.663,48"
2026-07,"120.038.984,06"
2026-08,"108.386.193,59"
