Mês,Valores_Previstos
2025-09,"4.220.263.783,65"
2025-10,"4.288.346.844,96"
2025-11,"4.269.391.754,77"
2025-12,"4.417.591.685,65"
2026-01,"4.355.142.613,59"
2026-02,"4.442.679.824,94"
2026-03,"4.400.767.597,54"
2026-04,"4.490.715.440,27"
2026-05,"4.464.144.326,61"
2026-06,"4.548.546.103,94"
2026-07,"4.498.837.565,04"
2026-08,"4.590.866.314,25"
