Mês,Real,Previsto,Erro,Erro %
2024-09,"95.967.957,86","81.341.797,20","14.626.160,66","15,24"
2024-10,"85.418.598,66","76.256.149,51","9.162.449,15","10,73"
2024-11,"63.907.579,96","58.598.800,48","5.308.779,48","8,31"
2024-12,"63.573.885,80","54.297.347,28","9.276.538,52","14,59"
2025-01,"93.513.289,45","93.664.238,55","-150.949,10","-0,16"
2025-02,"123.318.320,30","95.849.531,75","27.468.788,55","22,27"
2025-03,"351.551.568,60","116.603.343,79","234.948.224,81","66,83"
2025-04,"304.421.500,40","165.633.188,77","138.788.311,63","45,59"
2025-05,"329.147.065,20","574.678.988,56","-245.531.923,36","-74,60"
2025-06,"188.257.043,80","178.738.800,14","9.518.243,66","5,06"
2025-07,"162.751.766,30","166.907.012,89","-4.155.246,59","-2,55"
2025-08,"125.601.132,90","116.068.891,89","9.532.241,01","7,59"
