Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),1022249938.5982566,"1.022.249.938,60"
MAE (Mean Absolute Error),893508912.6356174,"893.508.912,64"
MAPE (Mean Absolute % Error),9.547806999789906,"9,55"
