Mês,Real,Previsto,Erro,Erro %
2024-09,"4.479.553.600,00","4.587.079.472,41","-107.525.872,41","-2,40"
2024-10,"4.447.547.965,00","4.558.688.392,14","-111.140.427,14","-2,50"
2024-11,"4.631.098.640,00","4.564.568.228,78","66.530.411,22","1,44"
2024-12,"4.663.529.995,00","4.722.330.056,30","-58.800.061,30","-1,26"
2025-01,"5.043.297.971,00","4.846.122.637,44","197.175.333,56","3,91"
2025-02,"4.130.949.875,00","4.330.574.850,58","-199.624.975,58","-4,83"
2025-03,"4.244.757.789,00","4.567.709.825,69","-322.952.036,69","-7,61"
2025-04,"4.357.823.306,00","4.647.273.642,54","-289.450.336,54","-6,64"
2025-05,"3.663.182.118,00","4.596.965.649,21","-933.783.531,21","-25,49"
2025-06,"4.587.616.609,00","4.590.941.604,59","-3.324.995,59","-0,07"
2025-07,"4.448.056.599,00","4.711.286.806,84","-263.230.207,84","-5,92"
2025-08,"4.533.129.982,00","4.764.425.415,43","-231.295.433,43","-5,10"
