Mês,Real,Previsto,Erro,Erro %
2024-09,"4.562.204.436,00","4.519.823.268,09","42.381.167,91","0,93"
2024-10,"4.137.226.872,00","4.472.032.542,51","-334.805.670,51","-8,09"
2024-11,"4.630.873.790,00","4.510.840.687,60","120.033.102,40","2,59"
2024-12,"4.614.436.230,00","4.512.557.192,57","101.879.037,43","2,21"
2025-01,"4.501.573.380,00","4.562.418.757,03","-60.845.377,03","-1,35"
2025-02,"4.115.928.982,00","4.461.664.613,45","-345.735.631,45","-8,40"
2025-03,"4.196.012.410,00","4.485.384.805,09","-289.372.395,09","-6,90"
2025-04,"5.490.997.688,00","4.537.768.850,28","953.228.837,72","17,36"
2025-05,"4.285.053.469,00","4.389.362.688,84","-104.309.219,84","-2,43"
2025-06,"4.313.569.606,00","4.438.371.964,18","-124.802.358,18","-2,89"
2025-07,"4.059.317.582,00","4.567.504.776,46","-508.187.194,46","-12,52"
2025-08,"4.427.903.734,00","4.648.635.514,55","-220.731.780,55","-4,99"
