Mês,Real,Previsto,Erro,Erro %
2024-09,"61.251.431,18","71.993.675,07","-10.742.243,89","-17,54"
2024-10,"73.703.283,76","69.254.062,92","4.449.220,84","6,04"
2024-11,"82.022.802,75","74.139.621,66","7.883.181,09","9,61"
2024-12,"182.284.707,90","141.914.430,34","40.370.277,56","22,15"
2025-01,"62.837.559,87","60.017.205,20","2.820.354,67","4,49"
2025-02,"79.057.456,47","80.429.633,06","-1.372.176,59","-1,74"
2025-03,"90.290.867,72","80.760.998,07","9.529.869,65","10,55"
2025-04,"71.360.019,80","80.549.543,34","-9.189.523,54","-12,88"
2025-05,"81.153.663,49","83.248.033,07","-2.094.369,58","-2,58"
2025-06,"81.724.544,98","84.191.903,10","-2.467.358,12","-3,02"
2025-07,"85.252.988,17","87.841.719,37","-2.588.731,20","-3,04"
2025-08,"84.286.538,53","85.450.371,39","-1.163.832,86","-1,38"
