Mês,Real,Previsto,Erro,Erro %
2024-09,"129.881.240,00","141.066.015,30","-11.184.775,30","-8,61"
2024-10,"137.546.762,50","151.058.963,95","-13.512.201,45","-9,82"
2024-11,"178.317.673,40","181.085.411,69","-2.767.738,29","-1,55"
2024-12,"199.805.158,30","190.813.965,82","8.991.192,48","4,50"
2025-01,"176.571.495,40","188.028.537,64","-11.457.042,24","-6,49"
2025-02,"246.376.326,10","238.210.642,03","8.165.684,07","3,31"
2025-03,"160.342.978,30","157.148.820,45","3.194.157,85","1,99"
2025-04,"161.667.988,10","169.322.128,56","-7.654.140,46","-4,73"
2025-05,"207.418.018,70","188.724.370,03","18.693.648,67","9,01"
2025-06,"217.553.700,20","188.406.512,64","29.147.187,56","13,40"
2025-07,"130.965.546,70","141.791.969,51","-10.826.422,81","-8,27"
2025-08,"175.027.455,40","171.419.217,01","3.608.238,39","2,06"
