Mês,Real,Previsto,Erro,Erro %
2024-09,"3.008.023.880,00","3.525.319.180,22","-517.295.300,22","-17,20"
2024-10,"2.709.110.988,00","3.005.367.737,41","-296.256.749,41","-10,94"
2024-11,"3.255.593.384,00","3.441.866.369,53","-186.272.985,53","-5,72"
2024-12,"4.303.730.204,00","3.268.155.786,27","1.035.574.417,73","24,06"
2025-01,"3.375.802.187,00","3.288.816.547,17","86.985.639,83","2,58"
2025-02,"3.748.405.354,00","3.482.591.690,69","265.813.663,31","7,09"
2025-03,"3.025.352.021,00","3.210.830.542,35","-185.478.521,35","-6,13"
2025-04,"3.147.629.827,00","3.805.189.059,08","-657.559.232,08","-20,89"
2025-05,"3.495.537.821,00","3.249.235.420,32","246.302.400,68","7,05"
2025-06,"3.753.605.902,00","3.503.038.813,35","250.567.088,65","6,68"
2025-07,"3.199.025.883,00","3.324.745.641,79","-125.719.758,79","-3,93"
2025-08,"4.784.642.537,00","3.559.681.740,56","1.224.960.796,44","25,60"
