Mês,Real,Previsto,Erro,Erro %
2024-09,"3.635.236.339,00","3.617.869.530,04","17.366.808,96","0,48"
2024-10,"3.533.416.208,00","3.623.282.782,28","-89.866.574,28","-2,54"
2024-11,"3.736.754.945,00","3.626.796.941,65","109.958.003,35","2,94"
2024-12,"3.871.003.352,00","3.628.937.960,96","242.065.391,04","6,25"
2025-01,"3.812.426.235,00","3.631.948.551,63","180.477.683,37","4,73"
2025-02,"3.757.813.936,00","3.632.777.208,97","125.036.727,03","3,33"
2025-03,"3.667.278.455,00","3.631.576.767,63","35.701.687,37","0,97"
2025-04,"3.842.426.960,00","3.632.677.295,73","209.749.664,27","5,46"
2025-05,"3.698.170.448,00","3.634.605.591,73","63.564.856,27","1,72"
2025-06,"3.701.356.231,00","3.635.383.551,25","65.972.679,75","1,78"
2025-07,"3.543.597.374,00","3.635.824.711,22","-92.227.337,22","-2,60"
2025-08,"3.718.931.713,00","3.635.594.347,45","83.337.365,55","2,24"
