Mês,Real,Previsto,Erro,Erro %
2024-09,"3.639.123.908,00","4.174.104.928,42","-534.981.020,42","-14,70"
2024-10,"3.874.211.442,00","3.855.163.460,05","19.047.981,95","0,49"
2024-11,"4.237.312.063,00","4.249.933.698,59","-12.621.635,59","-0,30"
2024-12,"5.181.823.531,00","4.868.781.268,93","313.042.262,07","6,04"
2025-01,"4.683.665.512,00","4.413.349.988,75","270.315.523,25","5,77"
2025-02,"4.507.797.380,00","4.427.766.520,11","80.030.859,89","1,78"
2025-03,"4.096.900.415,00","4.360.259.970,36","-263.359.555,36","-6,43"
2025-04,"4.190.450.241,00","4.239.577.332,19","-49.127.091,19","-1,17"
2025-05,"4.609.336.863,00","4.322.510.576,87","286.826.286,13","6,22"
2025-06,"4.651.594.652,00","4.496.042.361,56","155.552.290,44","3,34"
2025-07,"4.111.367.525,00","4.188.034.252,15","-76.666.727,15","-1,86"
2025-08,"4.807.482.283,00","4.332.827.853,98","474.654.429,02","9,87"
