Mês,Real,Previsto,Erro,Erro %
2024-09,"5.262.837.285,00","5.409.649.449,79","-146.812.164,79","-2,79"
2024-10,"5.186.938.571,00","5.257.938.677,91","-71.000.106,91","-1,37"
2024-11,"5.571.681.164,00","5.787.935.532,08","-216.254.368,08","-3,88"
2024-12,"6.722.633.494,00","6.243.894.693,76","478.738.800,24","7,12"
2025-01,"7.097.148.662,00","6.314.568.908,03","782.579.753,97","11,03"
2025-02,"5.813.816.888,00","5.501.042.258,95","312.774.629,05","5,38"
2025-03,"5.535.026.332,00","5.555.780.597,97","-20.754.265,97","-0,37"
2025-04,"5.708.828.198,00","5.795.277.413,00","-86.449.215,00","-1,51"
2025-05,"5.452.736.947,00","5.755.943.212,10","-303.206.265,10","-5,56"
2025-06,"5.906.613.137,00","5.721.377.410,14","185.235.726,86","3,14"
2025-07,"5.517.341.227,00","5.635.195.099,28","-117.853.872,28","-2,14"
2025-08,"6.074.791.439,00","5.995.571.189,69","79.220.249,31","1,30"
