Mês,Real,Previsto,Erro,Erro %
2024-09,"555.869,64","600.134,44","-44.264,80","-7,96"
2024-10,"666.007,99","632.308,59","33.699,40","5,06"
2024-11,"897.543,04","618.070,74","279.472,30","31,14"
2024-12,"353.686,41","673.721,18","-320.034,77","-90,49"
2025-01,"340.051,40","565.432,37","-225.380,97","-66,28"
2025-02,"410.613,25","657.962,38","-247.349,13","-60,24"
2025-03,"596.486,45","623.512,46","-27.026,01","-4,53"
2025-04,"419.100,41","477.463,60","-58.363,19","-13,93"
2025-05,"818.429,18","697.232,04","121.197,14","14,81"
2025-06,"687.297,59","649.760,49","37.537,10","5,46"
2025-07,"1.200.735,71","578.819,08","621.916,63","51,79"
2025-08,"472.174,43","686.954,52","-214.780,09","-45,49"
