Mês,Real,Previsto,Erro,Erro %
2024-09,"523.526.891,30","530.360.669,46","-6.833.778,16","-1,31"
2024-10,"525.106.001,80","533.696.118,20","-8.590.116,40","-1,64"
2024-11,"545.638.612,80","538.842.636,65","6.795.976,15","1,25"
2024-12,"545.758.281,30","548.798.773,77","-3.040.492,47","-0,56"
2025-01,"505.835.706,00","534.981.705,84","-29.145.999,84","-5,76"
2025-02,"461.704.781,60","513.423.590,67","-51.718.809,07","-11,20"
2025-03,"470.927.614,70","517.551.692,53","-46.624.077,83","-9,90"
2025-04,"515.191.166,10","535.333.030,44","-20.141.864,34","-3,91"
2025-05,"508.897.979,80","532.566.707,32","-23.668.727,52","-4,65"
2025-06,"542.824.793,50","545.734.836,26","-2.910.042,76","-0,54"
2025-07,"561.892.094,90","558.316.430,74","3.575.664,16","0,64"
2025-08,"560.656.243,70","562.311.839,98","-1.655.596,28","-0,30"
