Mês,Real,Previsto,Erro,Erro %
2024-09,"3.336.434.650,00","3.365.513.050,08","-29.078.400,08","-0,87"
2024-10,"3.617.273.881,00","3.408.649.153,69","208.624.727,31","5,77"
2024-11,"3.685.126.600,00","3.414.340.519,43","270.786.080,57","7,35"
2024-12,"3.611.656.015,00","3.495.064.891,96","116.591.123,04","3,23"
2025-01,"3.814.902.460,00","3.466.876.445,53","348.026.014,47","9,12"
2025-02,"3.290.857.042,00","3.349.273.356,79","-58.416.314,79","-1,78"
2025-03,"3.174.325.738,00","3.372.566.803,87","-198.241.065,87","-6,25"
2025-04,"3.381.230.441,00","3.457.917.698,36","-76.687.257,36","-2,27"
2025-05,"3.309.892.183,00","3.379.408.045,81","-69.515.862,81","-2,10"
2025-06,"3.385.534.518,00","3.449.283.955,03","-63.749.437,03","-1,88"
2025-07,"3.322.620.055,00","3.471.009.928,45","-148.389.873,45","-4,47"
2025-08,"3.490.099.339,00","3.523.083.686,64","-32.984.347,64","-0,95"
