Mês,Real,Previsto,Erro,Erro %
2024-09,"4.540.458.209,00","4.737.624.193,03","-197.165.984,03","-4,34"
2024-10,"4.476.633.526,00","4.832.403.687,45","-355.770.161,45","-7,95"
2024-11,"5.494.452.385,00","5.138.633.739,09","355.818.645,91","6,48"
2024-12,"5.126.413.130,00","5.519.282.881,96","-392.869.751,96","-7,66"
2025-01,"4.931.497.650,00","5.193.820.170,43","-262.322.520,43","-5,32"
2025-02,"4.913.042.911,00","5.129.791.310,98","-216.748.399,98","-4,41"
2025-03,"4.229.868.272,00","4.977.494.508,80","-747.626.236,80","-17,67"
2025-04,"4.566.925.022,00","4.991.963.181,99","-425.038.159,99","-9,31"
2025-05,"4.849.968.150,00","5.219.964.505,23","-369.996.355,23","-7,63"
2025-06,"5.150.377.889,00","5.245.568.660,79","-95.190.771,79","-1,85"
2025-07,"5.621.536.128,00","5.204.536.578,16","416.999.549,84","7,42"
2025-08,"4.827.723.152,00","5.275.646.259,21","-447.923.107,21","-9,28"
