Mês,Real,Previsto,Erro,Erro %
2024-09,"7.522.816,79","5.424.405,82","2.098.410,97","27,89"
2024-10,"5.318.702,38","5.429.281,25","-110.578,87","-2,08"
2024-11,"5.211.945,84","5.489.704,61","-277.758,77","-5,33"
2024-12,"7.853.097,58","5.693.564,57","2.159.533,01","27,50"
2025-01,"4.839.871,84","5.281.491,55","-441.619,71","-9,12"
2025-02,"7.116.362,11","5.281.094,92","1.835.267,19","25,79"
2025-03,"5.995.247,40","5.578.748,22","416.499,18","6,95"
2025-04,"5.422.064,46","5.669.343,90","-247.279,44","-4,56"
2025-05,"7.434.552,36","6.239.799,27","1.194.753,09","16,07"
2025-06,"5.492.264,12","5.876.744,55","-384.480,43","-7,00"
2025-07,"9.749.265,07","5.496.683,20","4.252.581,87","43,62"
2025-08,"5.660.492,42","6.280.397,31","-619.904,89","-10,95"
