Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),335897827.61734986,"335.897.827,62"
MAE (Mean Absolute Error),279677602.622696,"279.677.602,62"
MAPE (Mean Absolute % Error),8.763181876807678,"8,76"
