Mês,Real,Previsto,Erro,Erro %
2024-09,"6.684.048.411,00","7.063.502.143,31","-379.453.732,31","-5,68"
2024-10,"7.039.094.415,00","7.080.845.912,68","-41.751.497,68","-0,59"
2024-11,"7.519.195.233,00","7.113.334.827,71","405.860.405,29","5,40"
2024-12,"8.596.059.838,00","7.141.638.785,48","1.454.421.052,52","16,92"
2025-01,"8.454.864.998,00","7.157.143.431,40","1.297.721.566,60","15,35"
2025-02,"8.080.380.186,00","7.172.564.052,76","907.816.133,24","11,23"
2025-03,"6.774.644.833,00","7.165.739.398,67","-391.094.565,67","-5,77"
2025-04,"7.096.760.819,00","7.164.837.973,55","-68.077.154,55","-0,96"
2025-05,"7.766.594.919,00","7.157.962.280,68","608.632.638,32","7,84"
2025-06,"7.764.633.726,00","7.164.335.553,57","600.298.172,43","7,73"
2025-07,"7.137.746.050,00","7.163.899.328,00","-26.153.278,00","-0,37"
2025-08,"7.579.282.545,00","7.155.447.896,31","423.834.648,69","5,59"
