Mês,Real,Previsto,Erro,Erro %
2024-09,"260.634.032,60","277.824.787,01","-17.190.754,41","-6,60"
2024-10,"261.620.733,60","284.040.882,36","-22.420.148,76","-8,57"
2024-11,"256.290.156,40","279.420.612,80","-23.130.456,40","-9,03"
2024-12,"482.283.987,10","381.457.147,32","100.826.839,78","20,91"
2025-01,"242.924.228,90","280.017.164,31","-37.092.935,41","-15,27"
2025-02,"244.813.401,60","309.468.631,83","-64.655.230,23","-26,41"
2025-03,"252.639.289,10","295.560.789,89","-42.921.500,79","-16,99"
2025-04,"266.758.644,10","306.827.964,06","-40.069.319,96","-15,02"
2025-05,"250.455.334,50","304.703.006,31","-54.247.671,81","-21,66"
2025-06,"256.916.286,40","315.392.562,01","-58.476.275,61","-22,76"
2025-07,"266.440.799,30","315.373.201,85","-48.932.402,55","-18,37"
2025-08,"258.562.771,50","315.150.856,73","-56.588.085,23","-21,89"
