Mês,Real,Previsto,Erro,Erro %
2024-09,"853.161.542,20","935.233.268,96","-82.071.726,76","-9,62"
2024-10,"747.769.578,70","945.732.936,68","-197.963.357,98","-26,47"
2024-11,"904.162.980,40","951.026.164,84","-46.863.184,44","-5,18"
2024-12,"1.021.939.294,00","951.039.046,55","70.900.247,45","6,94"
2025-01,"863.121.277,70","949.279.515,84","-86.158.238,14","-9,98"
2025-02,"1.130.095.782,00","949.474.044,63","180.621.737,37","15,98"
2025-03,"808.806.437,90","920.566.519,85","-111.760.081,95","-13,82"
2025-04,"862.952.684,10","937.173.669,85","-74.220.985,75","-8,60"
2025-05,"927.192.125,50","943.473.876,48","-16.281.750,98","-1,76"
2025-06,"1.374.658.520,00","942.722.326,70","431.936.193,30","31,42"
2025-07,"534.243.821,10","933.407.800,96","-399.163.979,86","-74,72"
2025-08,"947.794.697,00","948.170.611,50","-375.914,50","-0,04"
