Mês,Real,Previsto,Erro,Erro %
2024-09,"16.095.505,06","18.100.876,78","-2.005.371,72","-12,46"
2024-10,"20.286.331,80","17.789.793,05","2.496.538,75","12,31"
2024-11,"17.868.623,10","18.315.341,97","-446.718,87","-2,50"
2024-12,"28.626.729,87","19.457.887,34","9.168.842,53","32,03"
2025-01,"21.974.567,53","18.131.342,84","3.843.224,69","17,49"
2025-02,"17.491.030,65","17.684.463,02","-193.432,37","-1,11"
2025-03,"18.135.390,45","18.556.918,45","-421.528,00","-2,32"
2025-04,"10.219.022,17","18.208.627,65","-7.989.605,48","-78,18"
2025-05,"10.493.857,32","18.779.841,18","-8.285.983,86","-78,96"
2025-06,"16.793.606,97","18.366.562,71","-1.572.955,74","-9,37"
2025-07,"15.446.532,10","18.882.920,36","-3.436.388,26","-22,25"
2025-08,"18.595.031,93","19.520.478,38","-925.446,45","-4,98"
