Mês,Real,Previsto,Erro,Erro %
2024-09,"99.148.610,37","120.615.908,16","-21.467.297,79","-21,65"
2024-10,"75.325.586,39","100.784.171,11","-25.458.584,72","-33,80"
2024-11,"51.365.523,32","82.419.482,94","-31.053.959,62","-60,46"
2024-12,"1.981.787.352,00","1.829.013.328,36","152.774.023,64","7,71"
2025-01,"629.737.058,60","656.141.595,78","-26.404.537,18","-4,19"
2025-02,"388.436.460,30","380.822.949,64","7.613.510,66","1,96"
2025-03,"487.497.611,20","440.617.068,90","46.880.542,30","9,62"
2025-04,"1.005.902.551,00","968.956.986,04","36.945.564,96","3,67"
2025-05,"539.323.183,30","209.951.998,79","329.371.184,51","61,07"
2025-06,"285.828.188,90","410.790.027,72","-124.961.838,82","-43,72"
2025-07,"234.747.514,60","300.771.607,00","-66.024.092,40","-28,13"
2025-08,"159.581.615,10","185.240.642,62","-25.659.027,52","-16,08"
