Mês,Valores_Previstos
2025-09,"431.859.135,16"
2025-10,"460.762.915,56"
2025-11,"559.648.073,74"
2025-12,"1.135.633.081,84"
2026-01,"8.965.731.922,88"
2026-02,"6.415.199.011,74"
2026-03,"4.028.160.772,03"
2026-04,"2.377.085.879,93"
2026-05,"1.419.838.853,78"
2026-06,"623.020.457,69"
2026-07,"532.340.235,30"
2026-08,"427.683.743,10"
