Mês,Real,Previsto,Erro,Erro %
2024-09,"3.109.867.670,00","3.024.796.763,83","85.070.906,17","2,74"
2024-10,"2.765.903.071,00","3.044.418.825,71","-278.515.754,71","-10,07"
2024-11,"3.084.632.523,00","3.302.516.617,15","-217.884.094,15","-7,06"
2024-12,"4.592.439.553,00","3.304.704.872,04","1.287.734.680,96","28,04"
2025-01,"2.909.786.217,00","3.121.571.769,18","-211.785.552,18","-7,28"
2025-02,"3.190.961.224,00","3.274.606.958,86","-83.645.734,86","-2,62"
2025-03,"2.873.531.726,00","3.049.030.868,12","-175.499.142,12","-6,11"
2025-04,"3.369.011.726,00","3.308.028.669,75","60.983.056,25","1,81"
2025-05,"3.415.270.186,00","3.408.180.166,60","7.090.019,40","0,21"
2025-06,"3.821.108.824,00","3.170.356.304,71","650.752.519,29","17,03"
2025-07,"3.327.205.242,00","3.199.309.435,12","127.895.806,88","3,84"
2025-08,"3.402.686.893,00","3.459.218.547,12","-56.531.654,12","-1,66"
