Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),75396895.65800424,"75.396.895,66"
MAE (Mean Absolute Error),63189098.39440312,"63.189.098,39"
MAPE (Mean Absolute % Error),4.25667234645252,"4,26"
