Mês,Real,Previsto,Erro,Erro %
2024-09,"630.910.385,40","625.580.489,72","5.329.895,68","0,84"
2024-10,"605.951.414,40","729.437.629,77","-123.486.215,37","-20,38"
2024-11,"829.095.387,60","858.155.060,07","-29.059.672,47","-3,50"
2024-12,"1.143.071.649,00","883.504.808,20","259.566.840,80","22,71"
2025-01,"396.177.188,50","642.838.389,50","-246.661.201,00","-62,26"
2025-02,"770.204.390,10","713.215.614,55","56.988.775,55","7,40"
2025-03,"601.086.390,00","661.633.271,48","-60.546.881,48","-10,07"
2025-04,"645.732.657,80","645.034.215,13","698.442,67","0,11"
2025-05,"626.652.726,40","673.691.365,25","-47.038.638,85","-7,51"
2025-06,"651.135.544,80","753.101.581,21","-101.966.036,41","-15,66"
2025-07,"650.286.314,40","805.669.159,80","-155.382.845,40","-23,89"
2025-08,"651.215.517,50","792.321.881,77","-141.106.364,27","-21,67"
