Mês,Real,Previsto,Erro,Erro %
2024-09,"86.412.679,97","83.297.035,87","3.115.644,10","3,61"
2024-10,"83.312.119,91","89.607.100,32","-6.294.980,41","-7,56"
2024-11,"94.981.278,88","82.949.962,13","12.031.316,75","12,67"
2024-12,"138.330.043,60","79.201.975,02","59.128.068,58","42,74"
2025-01,"76.942.279,07","67.377.828,46","9.564.450,61","12,43"
2025-02,"93.125.549,34","69.577.918,05","23.547.631,29","25,29"
2025-03,"85.034.870,37","70.628.229,21","14.406.641,16","16,94"
2025-04,"83.552.561,81","72.088.572,85","11.463.988,96","13,72"
2025-05,"84.676.335,30","72.752.775,44","11.923.559,86","14,08"
2025-06,"85.870.877,65","70.560.145,09","15.310.732,56","17,83"
2025-07,"87.651.824,92","69.425.584,13","18.226.240,79","20,79"
2025-08,"86.075.814,09","68.751.295,30","17.324.518,79","20,13"
