Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),240230093.03535667,"240.230.093,04"
MAE (Mean Absolute Error),208817693.8987217,"208.817.693,90"
MAPE (Mean Absolute % Error),11.424605590615586,"11,42"
