Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),238914187.00876513,"238.914.187,01"
MAE (Mean Absolute Error),184772574.9601895,"184.772.574,96"
MAPE (Mean Absolute % Error),9.976220048396584,"9,98"
