Mês,Real,Previsto,Erro,Erro %
2024-09,"66.612.109,90","32.628.200,08","33.983.909,82","51,02"
2024-10,"65.126.313,15","32.743.387,30","32.382.925,85","49,72"
2024-11,"50.604.379,55","33.247.245,19","17.357.134,36","34,30"
2024-12,"61.695.105,07","32.958.505,28","28.736.599,79","46,58"
2025-01,"179.697.211,60","73.675.087,07","106.022.124,53","59,00"
2025-02,"612.522.243,60","402.168.268,79","210.353.974,81","34,34"
2025-03,"171.166.030,90","168.924.690,56","2.241.340,34","1,31"
2025-04,"169.959.255,20","120.320.822,04","49.638.433,16","29,21"
2025-05,"164.956.036,00","59.315.046,90","105.640.989,10","64,04"
2025-06,"160.208.983,90","36.854.162,17","123.354.821,73","77,00"
2025-07,"165.153.706,00","29.974.804,72","135.178.901,28","81,85"
2025-08,"80.041.849,19","27.523.635,69","52.518.213,50","65,61"
