Mês,Valores_Previstos
2025-09,"1.055.430.363,38"
2025-10,"1.057.246.371,44"
2025-11,"1.069.197.094,81"
2025-12,"1.073.784.221,22"
2026-01,"1.090.903.294,65"
2026-02,"1.029.705.967,29"
2026-03,"1.038.343.131,92"
2026-04,"1.063.526.186,32"
2026-05,"1.056.020.277,10"
2026-06,"1.076.520.449,30"
2026-07,"1.089.235.533,95"
2026-08,"1.080.122.823,61"
